City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
681,Mata Grande,BR,-9.1175,-37.7322,61.38,98,38,4.12,scattered clouds
682,Manaus,BR,-3.1019,-60.025,79.29,89,0,2.3,clear sky
683,Mweka,CD,-4.85,21.5667,72.68,53,71,2.13,broken clouds
684,Waitati,NZ,-45.75,170.5667,57.79,47,100,10.29,overcast clouds
685,Yaan,NG,7.3833,8.5667,70.88,97,100,5.93,overcast clouds
686,Hervey Bay,AU,-25.2986,152.8535,75.31,58,37,7.23,scattered clouds
687,Rawson,AR,-43.3002,-65.1023,47.01,51,0,11.07,clear sky
688,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,46.78,41,95,5.97,overcast clouds
689,Shingu,JP,33.7333,135.9833,79.92,97,100,3.71,heavy intensity rain
690,Ballina,AU,-28.8667,153.5667,75.78,53,40,3.44,scattered clouds
691,Kerrville,US,30.0474,-99.1403,83.77,67,1,4.61,clear sky
692,Mogadishu,SO,2.0371,45.3438,75.4,86,56,14.9,broken clouds
693,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.01,98,48,1.83,heavy intensity rain
694,Colac,AU,-38.3333,143.5833,58.15,63,61,12.57,broken clouds
695,Svetlogorsk,BY,52.6333,29.7333,55.81,97,3,8.84,clear sky
696,Port Hedland,AU,-20.3167,118.5667,71.65,12,0,21.85,clear sky
